,net
10223,"(4, 0, 4, 4, 4, 3)"
10225,"(4, 0, 2, 4, 2, 2)"
10227,"(3, 0, 0, 0, 4, 2)"
10231,"(4, 2, 3, 3, 0, 2)"
10232,"(3, 1, 0, 2, 3, 2)"
10235,"(4, 3, 0, 0, 3, 4)"
10239,"(2, 2, 4, 3, 0, 2)"
10240,"(3, 3, 2, 4, 1, 3)"
10243,"(2, 2, 2, 0, 3, 0)"
10244,"(4, 2, 3, 2, 4, 3)"
10245,"(4, 4, 2, 0, 2, 2)"
10249,"(2, 4, 4, 3, 1, 3)"
10252,"(4, 4, 0, 4, 3, 4)"
10256,"(3, 4, 1, 0, 4, 2)"
10257,"(3, 0, 0, 3, 4, 3)"
10261,"(4, 4, 3, 0, 3, 2)"
10266,"(4, 1, 4, 3, 4, 3)"
10267,"(4, 2, 4, 0, 3, 2)"
10268,"(3, 0, 4, 2, 2, 4)"
10270,"(4, 4, 2, 3, 2, 3)"
10274,"(4, 0, 3, 2, 4, 2)"
10278,"(3, 0, 1, 1, 3, 2)"
10281,"(4, 1, 3, 2, 0, 3)"
10283,"(0, 0, 2, 4, 3, 2)"
10285,"(4, 4, 3, 3, 3, 3)"
10287,"(0, 4, 4, 3, 3, 4)"
10290,"(3, 3, 4, 2, 2, 2)"
10292,"(2, 3, 4, 4, 1, 0)"
10293,"(4, 2, 4, 3, 3, 3)"
10294,"(3, 4, 2, 2, 3, 0)"
10296,"(3, 2, 4, 4, 4, 0)"
10298,"(0, 2, 3, 3, 1, 3)"
10300,"(4, 3, 1, 1, 3, 4)"
10302,"(2, 1, 1, 4, 3, 2)"
10303,"(2, 4, 0, 4, 3, 2)"
10306,"(2, 3, 0, 3, 1, 0)"
10308,"(4, 0, 2, 0, 2, 0)"
10309,"(2, 2, 1, 2, 3, 0)"
10310,"(3, 0, 1, 4, 3, 3)"
10311,"(3, 2, 1, 2, 1, 3)"
10314,"(2, 2, 1, 2, 2, 4)"
10315,"(4, 2, 0, 2, 4, 3)"
10317,"(4, 2, 2, 3, 1, 0)"
10318,"(3, 0, 0, 2, 1, 3)"
10325,"(3, 3, 3, 1, 3, 0)"
10328,"(2, 0, 3, 0, 2, 3)"
10330,"(2, 2, 4, 3, 3, 3)"
10331,"(2, 2, 2, 3, 1, 2)"
10337,"(3, 3, 2, 4, 4, 4)"
10338,"(4, 4, 0, 0, 3, 2)"
10341,"(3, 3, 0, 4, 2, 3)"
10343,"(4, 0, 0, 4, 3, 0)"
10345,"(4, 4, 1, 0, 3, 4)"
10349,"(4, 2, 3, 1, 3, 2)"
10350,"(2, 0, 4, 0, 3, 3)"
10353,"(4, 0, 4, 2, 0, 0)"
10360,"(2, 0, 3, 3, 2, 4)"
10364,"(4, 4, 0, 3, 3, 3)"
10367,"(0, 4, 3, 0, 2, 0)"
10368,"(2, 4, 4, 4, 2, 2)"
10372,"(4, 1, 4, 2, 4, 2)"
10374,"(4, 2, 2, 0, 4, 0)"
10381,"(2, 2, 4, 2, 0, 3)"
10389,"(2, 2, 4, 1, 4, 4)"
10390,"(4, 4, 3, 2, 3, 2)"
10393,"(1, 0, 4, 1, 1, 3)"
10394,"(3, 3, 2, 2, 3, 0)"
10395,"(2, 1, 2, 4, 4, 0)"
10396,"(3, 3, 3, 4, 0, 2)"
10397,"(4, 2, 4, 2, 3, 2)"
10399,"(4, 2, 0, 3, 2, 0)"
10400,"(3, 2, 4, 2, 0, 4)"
10403,"(4, 2, 3, 0, 1, 2)"
10408,"(2, 2, 3, 4, 4, 3)"
10409,"(2, 1, 2, 4, 0, 2)"
10410,"(2, 4, 2, 1, 2, 3)"
10411,"(3, 0, 1, 3, 3, 2)"
10413,"(4, 2, 2, 3, 0, 3)"
10417,"(4, 3, 1, 3, 3, 0)"
10418,"(2, 2, 1, 1, 2, 3)"
10420,"(4, 2, 2, 2, 4, 4)"
10421,"(3, 4, 2, 4, 3, 0)"
10422,"(0, 4, 3, 4, 3, 4)"
10425,"(4, 2, 3, 3, 1, 3)"
10426,"(3, 3, 4, 1, 2, 3)"
10428,"(2, 2, 1, 4, 2, 0)"
10430,"(3, 2, 2, 1, 2, 2)"
10433,"(2, 1, 3, 2, 2, 4)"
10434,"(3, 2, 1, 4, 1, 3)"
10435,"(3, 4, 3, 4, 4, 2)"
10436,"(4, 4, 4, 3, 2, 2)"
10437,"(0, 2, 3, 1, 2, 0)"
10440,"(3, 3, 3, 3, 2, 0)"
10445,"(2, 3, 3, 3, 4, 3)"
10446,"(3, 0, 4, 3, 0, 0)"
10447,"(4, 4, 1, 3, 2, 4)"
10449,"(4, 4, 1, 2, 3, 0)"
10452,"(2, 0, 3, 2, 2, 3)"
10455,"(3, 1, 1, 2, 4, 2)"
10456,"(4, 1, 2, 2, 0, 4)"
10461,"(4, 0, 2, 2, 2, 2)"
10464,"(3, 0, 1, 2, 1, 2)"
10465,"(2, 0, 1, 2, 0, 0)"
10468,"(3, 4, 2, 3, 0, 0)"
10469,"(3, 3, 0, 2, 4, 0)"
10470,"(4, 0, 1, 3, 1, 3)"
10471,"(2, 3, 4, 1, 4, 2)"
10473,"(3, 1, 3, 1, 3, 1)"
10477,"(4, 2, 1, 0, 2, 2)"
10480,"(3, 1, 0, 4, 3, 4)"
10481,"(2, 1, 4, 3, 2, 4)"
10482,"(2, 1, 0, 4, 1, 2)"
10483,"(2, 1, 2, 4, 3, 3)"
10485,"(4, 4, 2, 4, 1, 2)"
10487,"(4, 2, 0, 3, 1, 3)"
10488,"(2, 0, 2, 0, 2, 4)"
10492,"(2, 3, 4, 4, 4, 3)"
10493,"(3, 1, 3, 4, 3, 2)"
10495,"(2, 1, 3, 4, 4, 3)"
10499,"(4, 2, 1, 3, 2, 3)"
10501,"(2, 2, 3, 3, 4, 2)"
10505,"(3, 2, 4, 4, 0, 0)"
10506,"(2, 3, 0, 3, 4, 3)"
10507,"(2, 3, 1, 0, 1, 4)"
10508,"(0, 3, 4, 2, 4, 3)"
10509,"(4, 2, 2, 1, 4, 3)"
10513,"(2, 4, 4, 1, 3, 2)"
10515,"(4, 2, 3, 2, 1, 2)"
10516,"(3, 3, 4, 0, 2, 2)"
10519,"(4, 3, 0, 2, 1, 3)"
10522,"(2, 4, 3, 4, 2, 3)"
10523,"(4, 4, 0, 4, 0, 3)"
10524,"(2, 1, 4, 2, 4, 2)"
10529,"(3, 0, 4, 0, 4, 3)"
10531,"(3, 0, 3, 1, 2, 4)"
10533,"(2, 3, 3, 2, 4, 2)"
10546,"(3, 1, 1, 1, 4, 1)"
10549,"(2, 3, 3, 2, 0, 4)"
10553,"(3, 0, 2, 0, 2, 0)"
10560,"(2, 0, 1, 1, 2, 4)"
10561,"(2, 2, 0, 0, 3, 3)"
10563,"(0, 3, 3, 0, 1, 3)"
10565,"(2, 1, 0, 4, 4, 3)"
10566,"(4, 2, 4, 3, 0, 2)"
10568,"(4, 0, 1, 2, 1, 2)"
10569,"(4, 4, 1, 4, 3, 0)"
10575,"(2, 0, 0, 0, 3, 4)"
10577,"(3, 1, 3, 0, 2, 4)"
10580,"(0, 4, 0, 0, 2, 4)"
10581,"(3, 1, 1, 4, 4, 2)"
10583,"(0, 4, 1, 0, 3, 0)"
10591,"(3, 1, 4, 0, 4, 0)"
10594,"(2, 4, 2, 1, 3, 4)"
10598,"(4, 2, 1, 2, 1, 2)"
10599,"(2, 3, 4, 3, 4, 2)"
10601,"(2, 3, 0, 4, 3, 0)"
10602,"(3, 3, 3, 0, 3, 0)"
10606,"(2, 1, 3, 3, 4, 2)"
10608,"(2, 3, 3, 1, 2, 2)"
10613,"(4, 3, 4, 2, 0, 2)"
10616,"(3, 2, 0, 4, 2, 2)"
10617,"(4, 0, 3, 4, 0, 2)"
10620,"(3, 1, 0, 3, 0, 0)"
10622,"(4, 0, 1, 1, 3, 0)"
10623,"(2, 0, 2, 2, 2, 4)"
10627,"(0, 3, 1, 4, 1, 2)"
10628,"(4, 4, 1, 3, 0, 0)"
10630,"(2, 1, 4, 1, 3, 1)"
10632,"(4, 1, 0, 3, 4, 4)"
10633,"(4, 2, 0, 1, 2, 0)"
10635,"(2, 4, 3, 3, 2, 2)"
10636,"(4, 4, 0, 3, 0, 2)"
10637,"(4, 0, 4, 4, 1, 4)"
10638,"(2, 0, 3, 2, 3, 4)"
10639,"(2, 2, 1, 0, 2, 4)"
10642,"(0, 3, 4, 4, 4, 3)"
10643,"(2, 3, 1, 2, 1, 4)"
10644,"(4, 4, 0, 2, 4, 3)"
10645,"(3, 4, 0, 4, 4, 0)"
10647,"(2, 2, 4, 0, 2, 2)"
10648,"(2, 1, 4, 4, 3, 2)"
10649,"(4, 0, 0, 3, 2, 4)"
10656,"(3, 0, 2, 0, 1, 3)"
10658,"(4, 3, 3, 4, 4, 0)"
10664,"(3, 3, 1, 3, 3, 0)"
10667,"(2, 0, 2, 1, 4, 2)"
10670,"(2, 4, 0, 2, 0, 3)"
10671,"(2, 3, 3, 4, 4, 2)"
10676,"(4, 3, 3, 4, 0, 2)"
10679,"(2, 0, 4, 4, 2, 2)"
10682,"(3, 4, 2, 3, 3, 3)"
10683,"(4, 0, 3, 2, 1, 3)"
10686,"(0, 4, 1, 0, 2, 3)"
10689,"(1, 3, 0, 1, 1, 2)"
10692,"(2, 3, 3, 4, 0, 4)"
10695,"(2, 2, 3, 4, 1, 2)"
10697,"(2, 3, 1, 1, 3, 2)"
10701,"(2, 4, 2, 0, 2, 3)"
10702,"(4, 1, 0, 2, 2, 4)"
10703,"(4, 0, 2, 1, 2, 3)"
10704,"(4, 0, 4, 1, 4, 4)"
10705,"(2, 0, 1, 3, 2, 4)"
10709,"(3, 4, 0, 3, 1, 0)"
10711,"(3, 1, 3, 2, 3, 0)"
10713,"(0, 2, 3, 0, 3, 3)"
10714,"(2, 0, 0, 2, 3, 4)"
10715,"(0, 0, 1, 4, 4, 2)"
10719,"(2, 4, 2, 3, 3, 0)"
10720,"(4, 2, 0, 4, 0, 2)"
10724,"(3, 0, 3, 0, 4, 4)"
10727,"(4, 0, 2, 4, 2, 4)"
10728,"(2, 3, 2, 2, 4, 3)"
10732,"(3, 0, 0, 0, 4, 4)"
10734,"(4, 2, 3, 3, 0, 4)"
10735,"(3, 1, 0, 2, 3, 4)"
10738,"(2, 3, 3, 3, 1, 2)"
10743,"(4, 1, 4, 0, 4, 4)"
10745,"(2, 2, 4, 3, 0, 4)"
10749,"(2, 2, 2, 0, 3, 2)"
10752,"(4, 0, 4, 3, 1, 3)"
10756,"(2, 0, 2, 4, 1, 4)"
10757,"(3, 4, 1, 0, 4, 4)"
10758,"(0, 4, 1, 3, 4, 3)"
10759,"(0, 1, 4, 0, 3, 4)"
10760,"(4, 0, 0, 2, 1, 3)"
10761,"(4, 3, 1, 0, 2, 3)"
10762,"(4, 4, 3, 0, 3, 4)"
10764,"(0, 1, 3, 0, 0, 3)"
10765,"(3, 3, 2, 0, 3, 2)"
10771,"(0, 1, 4, 4, 0, 0)"
10773,"(4, 0, 3, 2, 4, 4)"
10774,"(3, 3, 1, 3, 2, 3)"
10776,"(4, 0, 1, 2, 2, 3)"
10781,"(3, 4, 4, 0, 0, 2)"
10782,"(3, 0, 1, 1, 3, 4)"
10783,"(0, 0, 2, 4, 3, 4)"
10787,"(3, 0, 2, 2, 0, 3)"
10788,"(3, 3, 4, 2, 2, 4)"
10791,"(3, 3, 2, 3, 3, 3)"
10793,"(3, 2, 4, 4, 4, 2)"
10794,"(3, 4, 2, 2, 3, 2)"
10795,"(2, 3, 4, 4, 1, 2)"
10800,"(2, 1, 1, 4, 3, 4)"
10802,"(2, 4, 0, 4, 3, 4)"
10803,"(3, 3, 0, 1, 2, 4)"
10805,"(2, 3, 0, 3, 1, 2)"
10807,"(2, 4, 0, 3, 4, 0)"
10808,"(4, 0, 2, 0, 2, 2)"
10814,"(2, 4, 3, 4, 3, 0)"
10815,"(3, 2, 4, 3, 1, 0)"
10817,"(4, 2, 2, 3, 1, 2)"
10819,"(2, 2, 1, 1, 3, 2)"
10821,"(4, 0, 3, 4, 1, 3)"
10822,"(2, 0, 2, 2, 0, 0)"
10823,"(3, 1, 4, 2, 2, 3)"
10827,"(4, 1, 0, 4, 1, 4)"
10832,"(2, 2, 2, 3, 1, 4)"
10835,"(3, 0, 1, 3, 0, 3)"
10837,"(3, 1, 4, 4, 3, 3)"
10838,"(4, 4, 0, 0, 3, 4)"
10839,"(4, 0, 2, 3, 2, 3)"
10840,"(4, 0, 0, 4, 3, 2)"
10842,"(2, 0, 0, 4, 3, 0)"
10845,"(2, 1, 3, 3, 0, 2)"
10846,"(2, 0, 0, 4, 2, 4)"
10849,"(4, 2, 3, 1, 3, 4)"
10851,"(4, 0, 3, 0, 3, 0)"
10852,"(2, 4, 4, 4, 0, 2)"
10853,"(0, 2, 3, 2, 3, 3)"
10854,"(4, 0, 4, 2, 0, 2)"
10858,"(3, 0, 3, 3, 0, 3)"
10861,"(3, 3, 0, 0, 4, 2)"
10864,"(4, 0, 0, 3, 0, 0)"
10866,"(2, 3, 2, 4, 4, 3)"
10870,"(2, 2, 0, 0, 0, 2)"
10872,"(4, 1, 4, 2, 4, 4)"
10874,"(4, 2, 2, 0, 4, 2)"
10881,"(3, 3, 0, 3, 4, 3)"
10893,"(4, 4, 3, 2, 3, 4)"
10895,"(4, 0, 4, 1, 2, 0)"
10897,"(3, 4, 3, 2, 4, 0)"
10903,"(3, 3, 2, 2, 3, 2)"
10904,"(2, 1, 2, 4, 4, 2)"
10905,"(3, 3, 3, 4, 0, 4)"
10906,"(1, 4, 3, 1, 1, 2)"
10908,"(4, 2, 4, 2, 3, 4)"
10909,"(0, 1, 0, 1, 0, 1)"
10910,"(4, 2, 0, 3, 2, 2)"
10911,"(0, 0, 0, 0, 1, 3)"
10914,"(4, 2, 3, 0, 1, 4)"
10918,"(2, 1, 2, 4, 0, 4)"
10919,"(3, 0, 1, 3, 3, 4)"
10921,"(4, 3, 1, 3, 3, 2)"
10922,"(4, 4, 4, 0, 2, 3)"
10931,"(3, 0, 0, 0, 2, 0)"
10936,"(3, 4, 2, 4, 3, 2)"
10939,"(4, 1, 0, 3, 1, 3)"
10940,"(3, 2, 2, 1, 2, 4)"
10942,"(2, 2, 1, 4, 2, 2)"
10943,"(4, 1, 4, 0, 2, 0)"
10945,"(3, 1, 4, 3, 3, 2)"
10947,"(3, 0, 4, 3, 4, 0)"
10948,"(4, 4, 2, 0, 0, 0)"
10951,"(4, 1, 3, 0, 2, 2)"
10954,"(4, 4, 4, 3, 2, 4)"
10955,"(3, 4, 3, 4, 4, 4)"
10959,"(3, 3, 3, 3, 2, 2)"
10962,"(3, 0, 4, 3, 0, 2)"
10963,"(3, 0, 3, 1, 3, 3)"
10966,"(4, 4, 1, 2, 3, 2)"
10976,"(3, 4, 1, 2, 3, 3)"
10979,"(3, 0, 3, 4, 4, 0)"
10982,"(4, 0, 2, 2, 2, 4)"
10983,"(3, 0, 1, 2, 1, 4)"
10986,"(4, 0, 2, 1, 3, 0)"
10991,"(3, 4, 2, 3, 0, 2)"
10992,"(3, 3, 0, 2, 4, 2)"
10996,"(3, 4, 2, 2, 4, 3)"
11000,"(4, 1, 4, 4, 4, 0)"
11001,"(4, 2, 1, 0, 2, 4)"
11006,"(2, 3, 4, 2, 0, 0)"
11008,"(2, 1, 0, 4, 1, 4)"
11009,"(4, 4, 2, 4, 1, 4)"
11016,"(2, 1, 1, 1, 2, 1)"
11018,"(3, 2, 3, 2, 2, 0)"
11020,"(4, 4, 3, 4, 3, 0)"
11021,"(3, 1, 3, 4, 3, 4)"
11024,"(4, 4, 3, 4, 2, 4)"
11026,"(2, 2, 3, 3, 4, 4)"
11027,"(3, 0, 2, 3, 3, 3)"
11028,"(2, 1, 2, 3, 0, 3)"
11033,"(3, 0, 0, 0, 1, 3)"
11038,"(2, 4, 4, 1, 3, 4)"
11040,"(3, 4, 4, 4, 3, 3)"
11041,"(4, 2, 3, 2, 1, 4)"
11043,"(3, 3, 4, 0, 2, 4)"
11045,"(4, 0, 0, 2, 2, 0)"
11046,"(3, 2, 1, 3, 0, 4)"
11049,"(3, 0, 3, 3, 1, 4)"
11051,"(2, 1, 4, 2, 4, 4)"
11053,"(4, 4, 2, 3, 3, 2)"
11055,"(4, 4, 4, 2, 2, 3)"
11056,"(3, 4, 3, 3, 4, 3)"
11059,"(2, 4, 0, 1, 4, 0)"
11060,"(4, 4, 3, 0, 0, 3)"
11063,"(2, 3, 3, 2, 4, 4)"
11065,"(3, 1, 2, 2, 3, 3)"
11067,"(4, 2, 4, 0, 0, 3)"
11069,"(2, 4, 1, 4, 0, 2)"
11075,"(3, 0, 2, 0, 2, 2)"
11077,"(0, 2, 3, 3, 2, 2)"
11082,"(0, 0, 2, 4, 0, 3)"
11083,"(4, 4, 3, 3, 0, 4)"
11086,"(0, 2, 1, 2, 4, 3)"
11087,"(4, 1, 1, 2, 3, 0)"
11090,"(2, 2, 3, 1, 3, 0)"
11091,"(4, 2, 4, 3, 0, 4)"
11092,"(3, 2, 1, 2, 2, 2)"
11093,"(4, 4, 1, 4, 3, 2)"
11098,"(2, 1, 3, 0, 4, 3)"
11103,"(3, 1, 1, 4, 4, 4)"
11107,"(0, 0, 4, 3, 3, 4)"
11111,"(2, 1, 0, 3, 1, 3)"
11115,"(2, 1, 2, 2, 4, 0)"
11117,"(0, 2, 0, 2, 4, 4)"
11121,"(2, 1, 1, 0, 2, 0)"
11122,"(4, 2, 1, 2, 1, 4)"
11123,"(2, 3, 4, 3, 4, 4)"
11124,"(2, 3, 0, 4, 3, 2)"
11125,"(3, 3, 3, 0, 3, 2)"
11128,"(3, 1, 3, 3, 3, 3)"
11130,"(0, 0, 4, 2, 0, 2)"
11131,"(2, 1, 3, 3, 4, 4)"
11132,"(2, 3, 3, 1, 2, 4)"
11134,"(3, 4, 2, 4, 4, 3)"
11135,"(3, 1, 4, 4, 0, 2)"
11136,"(2, 3, 3, 0, 3, 0)"
11137,"(4, 3, 4, 2, 0, 4)"
11139,"(2, 0, 1, 0, 4, 4)"
11140,"(3, 2, 0, 4, 2, 4)"
11141,"(4, 0, 3, 4, 0, 4)"
11143,"(2, 0, 4, 0, 0, 4)"
11144,"(4, 2, 3, 1, 0, 3)"
11145,"(3, 1, 0, 3, 0, 2)"
11146,"(4, 0, 1, 1, 3, 2)"
11149,"(0, 0, 3, 4, 3, 4)"
11150,"(2, 4, 4, 0, 3, 3)"
11152,"(3, 4, 0, 4, 2, 0)"
11153,"(3, 2, 3, 4, 2, 0)"
11155,"(4, 4, 1, 3, 0, 2)"
11157,"(3, 1, 0, 2, 4, 3)"
11159,"(4, 2, 0, 1, 2, 2)"
11162,"(2, 4, 3, 3, 2, 4)"
11164,"(4, 4, 0, 3, 0, 4)"
11168,"(4, 4, 0, 2, 1, 0)"
11169,"(4, 2, 3, 4, 1, 0)"
11172,"(4, 2, 3, 4, 0, 4)"
11176,"(2, 2, 4, 0, 2, 4)"
11177,"(1, 2, 2, 1, 1, 0)"
11178,"(2, 1, 4, 4, 3, 4)"
11181,"(0, 3, 2, 1, 0, 0)"
11185,"(2, 1, 4, 3, 4, 0)"
11186,"(4, 3, 3, 4, 4, 2)"
11187,"(2, 3, 4, 1, 2, 0)"
11193,"(3, 3, 1, 3, 3, 2)"
11194,"(4, 4, 3, 2, 0, 3)"
11196,"(2, 0, 2, 1, 4, 4)"
11197,"(2, 0, 0, 1, 2, 3)"
11200,"(2, 3, 3, 4, 4, 4)"
11203,"(2, 1, 4, 3, 0, 2)"
11205,"(4, 3, 3, 4, 0, 4)"
11207,"(4, 1, 0, 4, 1, 2)"
11209,"(4, 2, 4, 2, 0, 3)"
11210,"(3, 1, 2, 4, 3, 3)"
11211,"(2, 0, 4, 4, 2, 4)"
11214,"(4, 3, 3, 3, 1, 0)"
11217,"(1, 3, 0, 1, 1, 4)"
11219,"(3, 1, 1, 3, 4, 3)"
11221,"(2, 2, 3, 4, 1, 4)"
11222,"(2, 4, 4, 2, 4, 2)"
11223,"(0, 3, 2, 3, 4, 2)"
11224,"(2, 3, 1, 1, 3, 4)"
11227,"(2, 2, 3, 3, 2, 0)"
11228,"(2, 4, 3, 1, 0, 0)"
11230,"(2, 3, 4, 2, 3, 3)"
11232,"(4, 1, 1, 4, 3, 0)"
11234,"(4, 0, 0, 1, 4, 0)"
11236,"(2, 1, 3, 2, 3, 3)"
11237,"(3, 1, 3, 2, 3, 2)"
11245,"(2, 4, 2, 3, 3, 2)"
11246,"(4, 2, 0, 4, 0, 4)"
11249,"(4, 3, 4, 1, 0, 3)"
11254,"(3, 2, 0, 3, 2, 3)"
11260,"(4, 2, 1, 4, 2, 0)"
11262,"(2, 3, 3, 3, 1, 4)"
11263,"(2, 1, 1, 2, 2, 0)"
11264,"(4, 0, 3, 1, 3, 3)"
11272,"(3, 4, 1, 2, 4, 0)"
11274,"(2, 2, 2, 0, 3, 4)"
11276,"(3, 0, 1, 0, 2, 3)"
11277,"(2, 0, 4, 2, 0, 0)"
11278,"(4, 3, 3, 0, 4, 0)"
11280,"(3, 1, 1, 2, 1, 3)"
11288,"(3, 3, 2, 0, 3, 4)"
11290,"(3, 1, 0, 4, 4, 3)"
11293,"(2, 1, 4, 3, 3, 3)"
11296,"(0, 1, 4, 4, 0, 2)"
11298,"(2, 0, 2, 0, 3, 3)"
11302,"(4, 4, 2, 2, 3, 3)"
11306,"(3, 3, 4, 4, 2, 0)"
11308,"(2, 1, 2, 3, 1, 0)"
11309,"(3, 0, 2, 3, 4, 0)"
11310,"(4, 3, 3, 3, 0, 3)"
11313,"(2, 3, 4, 4, 1, 4)"
11314,"(3, 2, 4, 4, 4, 4)"
11316,"(2, 3, 1, 0, 2, 3)"
11317,"(2, 0, 2, 3, 4, 0)"
11319,"(2, 3, 4, 3, 2, 0)"
11323,"(0, 1, 0, 2, 1, 4)"
11324,"(3, 2, 3, 1, 3, 0)"
11325,"(2, 3, 3, 1, 0, 0)"
11327,"(2, 3, 0, 3, 1, 4)"
11328,"(2, 4, 0, 3, 4, 2)"
11329,"(4, 0, 0, 1, 3, 3)"
11333,"(2, 4, 3, 4, 3, 2)"
11334,"(3, 2, 4, 3, 1, 2)"
11336,"(4, 2, 2, 3, 1, 4)"
11337,"(1, 2, 1, 1, 1, 2)"
11339,"(2, 2, 1, 1, 3, 4)"
11340,"(2, 3, 1, 3, 2, 4)"
11341,"(2, 0, 2, 2, 0, 2)"
11343,"(3, 1, 0, 3, 1, 3)"
11345,"(4, 0, 1, 1, 4, 3)"
11354,"(2, 4, 3, 3, 0, 0)"
11355,"(4, 0, 0, 4, 3, 4)"
11358,"(2, 4, 1, 4, 4, 4)"
11359,"(4, 0, 0, 3, 4, 0)"
11362,"(2, 3, 3, 2, 1, 3)"
11364,"(3, 1, 2, 2, 0, 2)"
11365,"(4, 0, 3, 0, 3, 2)"
11367,"(2, 4, 4, 4, 0, 4)"
11368,"(4, 0, 4, 2, 0, 4)"
11373,"(3, 3, 0, 0, 4, 4)"
11375,"(4, 0, 0, 3, 0, 2)"
11382,"(2, 0, 0, 0, 4, 3)"
11384,"(3, 2, 4, 2, 3, 0)"
11391,"(3, 4, 2, 0, 1, 4)"
11394,"(3, 2, 0, 1, 3, 0)"
11395,"(4, 0, 2, 2, 3, 3)"
11397,"(4, 2, 2, 0, 4, 4)"
11401,"(3, 0, 1, 2, 2, 3)"
11403,"(2, 0, 4, 4, 0, 0)"
11408,"(3, 1, 1, 4, 1, 3)"
11413,"(3, 1, 3, 3, 4, 0)"
11414,"(3, 3, 1, 1, 3, 0)"
11420,"(4, 0, 4, 1, 2, 2)"
11421,"(3, 4, 3, 2, 4, 2)"
11423,"(3, 3, 2, 2, 3, 4)"
11424,"(0, 0, 3, 1, 0, 2)"
11426,"(2, 1, 2, 4, 4, 4)"
11432,"(4, 2, 0, 3, 2, 4)"
11438,"(2, 0, 0, 2, 1, 2)"
11444,"(4, 0, 4, 4, 2, 3)"
11445,"(4, 2, 2, 2, 1, 3)"
11446,"(3, 3, 3, 0, 2, 3)"
11448,"(3, 2, 1, 0, 2, 2)"
11450,"(0, 0, 3, 4, 0, 3)"
11451,"(2, 2, 1, 0, 3, 3)"
11452,"(3, 2, 2, 3, 2, 0)"
11453,"(3, 0, 0, 0, 2, 2)"
11454,"(4, 3, 2, 4, 0, 3)"
11455,"(4, 4, 0, 1, 2, 3)"
11456,"(3, 4, 2, 4, 3, 4)"
11458,"(2, 3, 1, 2, 2, 3)"
11460,"(3, 1, 0, 2, 1, 2)"
11461,"(4, 0, 1, 0, 4, 2)"
11464,"(2, 2, 1, 4, 2, 4)"
11465,"(4, 1, 4, 0, 2, 2)"
11466,"(4, 4, 3, 1, 4, 4)"
11468,"(3, 3, 4, 0, 3, 3)"
11471,"(3, 0, 4, 3, 4, 2)"
11478,"(2, 4, 1, 3, 4, 3)"
11480,"(3, 3, 3, 3, 2, 4)"
11481,"(3, 0, 0, 3, 2, 3)"
11485,"(4, 4, 1, 2, 3, 4)"
11493,"(4, 4, 2, 3, 0, 3)"
11507,"(2, 0, 1, 2, 0, 4)"
11508,"(4, 0, 2, 1, 3, 2)"
11509,"(4, 1, 0, 2, 3, 3)"
11511,"(2, 2, 3, 2, 3, 3)"
11513,"(3, 4, 2, 3, 0, 4)"
11514,"(3, 3, 0, 2, 4, 4)"
11519,"(3, 1, 1, 3, 1, 2)"
11520,"(3, 4, 2, 2, 1, 0)"
11525,"(0, 2, 3, 0, 4, 2)"
11526,"(4, 1, 4, 4, 4, 2)"
11527,"(2, 4, 2, 4, 3, 3)"
11531,"(2, 2, 2, 4, 3, 0)"
11534,"(2, 3, 4, 2, 0, 2)"
11540,"(2, 1, 2, 3, 4, 3)"
11541,"(3, 2, 0, 3, 3, 0)"
11542,"(0, 1, 0, 0, 0, 2)"
11543,"(0, 2, 3, 0, 0, 4)"
11544,"(4, 2, 0, 2, 2, 3)"
11546,"(4, 0, 2, 4, 3, 3)"
11549,"(3, 2, 3, 2, 2, 2)"
11552,"(3, 0, 2, 3, 0, 0)"
11559,"(3, 3, 2, 4, 2, 4)"
11565,"(4, 0, 4, 3, 2, 2)"
11569,"(0, 3, 2, 4, 2, 4)"
11570,"(3, 4, 4, 4, 0, 0)"
11571,"(0, 1, 0, 3, 0, 3)"
11572,"(0, 4, 0, 4, 3, 3)"
11573,"(4, 0, 0, 2, 2, 2)"
11575,"(2, 2, 1, 3, 2, 3)"
11576,"(4, 4, 3, 0, 4, 3)"
11582,"(4, 4, 2, 3, 3, 4)"
11583,"(4, 4, 0, 3, 1, 3)"
11584,"(2, 1, 0, 2, 4, 0)"
11585,"(3, 3, 3, 2, 2, 3)"
11586,"(2, 4, 0, 1, 4, 2)"
11587,"(0, 4, 3, 0, 0, 0)"
11588,"(0, 2, 2, 2, 4, 2)"
11591,"(3, 4, 0, 1, 4, 0)"
11595,"(3, 3, 4, 2, 3, 3)"
11596,"(0, 2, 1, 0, 0, 0)"
11597,"(4, 4, 2, 2, 0, 2)"
11602,"(2, 1, 1, 4, 4, 3)"
11605,"(2, 4, 0, 4, 4, 3)"
11610,"(4, 1, 1, 2, 3, 2)"
11611,"(3, 3, 2, 3, 0, 4)"
11617,"(3, 2, 1, 2, 2, 4)"
11618,"(3, 0, 0, 2, 3, 0)"
11619,"(4, 4, 1, 4, 3, 4)"
11620,"(3, 3, 2, 2, 1, 0)"
11621,"(3, 0, 4, 4, 1, 0)"
11631,"(3, 2, 2, 2, 4, 0)"
11634,"(3, 3, 0, 4, 4, 0)"
11637,"(3, 0, 1, 3, 1, 2)"
11639,"(2, 1, 2, 2, 4, 2)"
11644,"(4, 4, 4, 4, 4, 0)"
11649,"(2, 3, 0, 4, 3, 4)"
11651,"(4, 4, 2, 1, 2, 0)"
